MFI_ID	BIC	HOST	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	DOMICILE	HEAD_NAME	HEAD_ID	RESERVE	EXEMPT
AT00100		AT	Oesterreichische Nationalbank	61	Otto Wagner-Platz 3	1090	Wien	Central Bank				No	No
AT19800	OEEXATW1XXX	AT	"Österreichischer Exportfonds" GmbH	25	Strauchgasse 1-3	1010	Wien	Credit Institution				Yes	No
AT20320	ASPKAT2LXXX	AT	Allgemeine Sparkasse Oberösterreich Bankaktiengesellschaft	92	Promenade 11-13	4020	Linz/Donau	Credit Institution				Yes	No
AT19330	AIAGATWW	AT	Allianz Investmentbank Aktiengesellschaft	9	Hietzinger Kai 101-105	1130	Wien	Credit Institution				Yes	No
AT36791	ALPEAT22XXX	AT	Alpenbank Aktiengesellschaft	754	Kaiserjägerstraße 9	6020	Innsbruck	Credit Institution				Yes	No
AT52000	HAABAT2K	AT	Austrian Anadi Bank AG	517	Domgasse 5	9020	Klagenfurt	Credit Institution				Yes	No
AT19370	AUTOATW1XXX	AT	Autobank Aktiengesellschaft		Ungargasse 64/3/403	1030	Wien	Credit Institution				Yes	No
AT14000	BAWAATWW	AT	BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft	171	Georg-Coch-Platz 2	1018	Wien	Credit Institution				Yes	No
AT19750	BAWOATW1XXX	AT	BAWAG P.S.K. Wohnbaubank Aktiengesellschaft		Georg Coch-Platz 2	1018	Wien	Credit Institution				Yes	No
AT17000	BFKKAT2K	AT	BKS Bank AG		St.Veiter Ring 43	9020	Klagenfurt	Credit Institution				Yes	No
AT19390	BMASAT21XXX	AT	BMW Austria Bank GmbH	283	Siegfried-Marcus-Straße 24	5020	Salzburg	Credit Institution				Yes	No
AT18100	GEBAATWWXXX	AT	BNP Paribas Fortis SA/NV Niederlassung Österreich		Herrengasse 1-3	1010	Wien	Credit Institution	BE	BNP Paribas Fortis SA	BE0403199702	Yes	No
AT19970	BRASATWWXXX	AT	Banco do Brasil Aktiengesellschaft	135	Galaxy Tower, Praterstraße 31/4. OG	1020	Wien	Credit Institution				Yes	No
AT19720		AT	Bank Austria Wohnbaubank AG	67000	Lassallestraße 1	1020	Wien	Credit Institution				Yes	No
AT19140	GUTBATWWXXX	AT	Bank Gutmann Aktiengesellschaft	546	Schwarzenbergplatz 16	1010	Wien	Credit Institution				Yes	No
AT19220	WISMATWWXXX	AT	Bank Winter & Co. AG	878	Singerstraße 10	1010	Wien	Credit Institution				Yes	No
AT16000	BTVAAT22	AT	Bank für Tirol und Vorarlberg Aktiengesellschaft	573	Stadtforum 1	6020	Innsbruck	Credit Institution				Yes	No
AT19280	RZKTAT2KBTB	AT	Bank für Trient und Bozen AG, Niederlassung Innsbruck		Wilhelm Greil Straße 4	6020	Innsbruck	Credit Institution				Yes	No
AT18130	BWFBATW1XXX	AT	Bank für Ärzte und Freie Berufe Aktiengesellschaft	9	Kolingasse 4	1090	Wien	Credit Institution				Yes	No
AT19400	BOTKATWXXXX	AT	Bank of Tokyo-Mitsubishi UFJ (Holland) N.V. Zweigniederlassung Wien	51	Schwarzenbergplatz 5/3.2	1030	Wien	Credit Institution	NL	Bank of Tokyo-Mitsubishi UFJ (Holland) N.V.	NL512	Yes	No
AT19530	SPAEAT2S	AT	Bankhaus Carl Spängler & Co. Aktiengesellschaft	41	Schwarzstraße 1	5020	Salzburg	Credit Institution				Yes	No
AT19380	DENEATW1XXX	AT	Bankhaus Denzel Aktiengesellschaft		Erdbergstraße 189-193	1030	Wien	Credit Institution				Yes	No
AT19520	KRECAT2GXXX	AT	Bankhaus Krentschker & Co. Aktiengesellschaft	846	Am Eisernen Tor 3	8010	Graz	Credit Institution				Yes	No
AT19190	BSSWATWW	AT	Bankhaus Schelhammer & Schattera Aktiengesellschaft	618	Goldschmiedgasse 3	1010	Wien	Credit Institution				Yes	No
AT75910	PSFAATW1XXX	AT	Banque PSA Finance Niederlassung Österreich	204	Vienna Twin Tower Wienerbergstraße 11	1100	Wien	Credit Institution	FR	Banque PSA finance	FR13168	Yes	No
AT19950	WUBUAT21	AT	Bausparkasse Wüstenrot Aktiengesellschaft	155	Alpenstraße 70	5020	Salzburg	Credit Institution				Yes	No
AT24012	BAOSATWW	AT	Bausparkasse der österreichischen Sparkassen Aktiengesellschaft	169	Beatrixgasse 27	1030	Wien	Credit Institution				Yes	No
AT19120	SPBAATWWXXX	AT	Brüll Kallmus Bank AG		Burgring 16	8010	Graz	Credit Institution				Yes	No
AT19600	RSBUAT2KXXX	AT	CAPITAL BANK - GRAWE GRUPPE AG	922	Burgring 16	8010	Graz	Credit Institution				Yes	No
AT18140	CITIATWXXXX	AT	Citibank International Limited - Austria Branch		Kärntner Ring 11-13/7/2/3	1010	Wien	Credit Institution	GB	Citibank International Limited	GB0835	Yes	No
AT19675	COBAATWXXXX	AT	Commerzbank AG Niederlassung Wien	148	Hietzinger Kai 101-105	1130	Wien	Credit Institution	DE	COMMERZBANK Aktiengesellschaft	DE00003	Yes	No
AT19620	CBMUAT21XXX	AT	Commerzialbank Mattersburg im Burgenland Aktiengesellschaft		Judengasse 11	7210	Mattersburg	Credit Institution				Yes	No
AT19470	CRESATWWXXX	AT	Credit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich		Kärntner Ring 11-13	1010	Wien	Credit Institution				Yes	No
AT19650	ESBKATWW	AT	DenizBank AG	85	Thomas-Klestil-Platz 1	1030	Wien	Credit Institution				Yes	No
AT19100	DEUTATWWXXX	AT	Deutsche Bank Aktiengesellschaft Filiale Wien	8	Fleischmarkt 1	1010	Wien	Credit Institution	DE	DEUTSCHE BANK AKTIENGESELLSCHAFT	DE00001	Yes	No
AT19999	SOPPATWWXXX	AT	Deutsche Bank Österreich AG	237	Stock im Eisen-Platz 3	1010	Wien	Credit Institution				Yes	No
AT20112	GIBAAT21	AT	Die Zweite Wiener Vereins-Sparcasse		Glockengasse 3	1020	Wien	Credit Institution				Yes	No
AT20602	DOSPAT2D	AT	Dornbirner Sparkasse Bank AG	18	Bahnhofstraße 2	6850	Dornbirn	Credit Institution				Yes	No
AT20111	GIBAATWWXXX	AT	Erste Bank der oesterreichischen Sparkassen AG	162	Graben 21	1010	Wien	Credit Institution				Yes	No
AT20100	GIBAATWGXXX	AT	Erste Group Bank AG	162	Graben 21	1010	Wien	Credit Institution				Yes	No
AT19945	ARABATWWXXX	AT	Europe Arab Bank plc	100	Mahlerstraße 7, Top 15/16	1010	Wien	Credit Institution	GB	Europe Arab Bank plc	GB1126	Yes	No
AT19340	EUAAATWWXXX	AT	European American Investment Bank Aktiengesellschaft	229	Wallnerstraße 4	1010	Wien	Credit Institution				Yes	No
AT19840	FITTATW1XXX	AT	FCA Bank GmbH		Schönbrunner Straße 297-307	1120	Wien	Credit Institution				Yes	No
AT19915	FFBKDEFFAUT	AT	FIL Fondsbank GmbH Zweigniederlassung Wien	2222	Mariahilferstraße 36	1070	Wien	Credit Institution	DE	FIL Fondsbank GmbH	DE05785	Yes	No
AT19965	FCRBAT21	AT	Ford Bank Austria, Zweigniederlassung der FCE BANK PLC	2	Fürbergstraße 51	5020	Salzburg	Credit Institution	GB	FCE Bank plc	GB1190	Yes	No
AT18400	BGENATWW	AT	Generali Bank AG	320	Landskrongasse 1-3	1010	Wien	Credit Institution				Yes	No
AT52300	HSEEAT2KXXX	AT	HYPO GROUP ALPE ADRIA AG		Alpen-Adria-Platz 1	9020	Klagenfurt am Wörthersee	Credit Institution				Yes	No
AT53100	HYINAT22	AT	HYPO NOE Gruppe Bank AG		Hypogasse 1	3100	St.Pölten	Credit Institution				Yes	No
AT53000	HYPNATWW	AT	HYPO NOE Landesbank AG	351	Hypogasse 1	3100	St.Pölten	Credit Institution				Yes	No
AT57000	HYPTAT22	AT	HYPO TIROL BANK AG		Meraner Straße 8	6020	Innsbruck	Credit Institution				Yes	No
AT51000	EHBBAT2E	AT	HYPO-BANK BURGENLAND Aktiengesellschaft	44	Neusiedler Straße 33	7000	Eisenstadt	Credit Institution				Yes	No
AT19250	DIRAAT2S	AT	Hellobank BNP Paribas Austria AG	150	Elisabethstraße 22	5020	Salzburg	Credit Institution				Yes	No
AT47050	VOHGATW1XXX	AT	IMMO-BANK Aktiengesellschaft	26	Stadiongasse 10	1010	Wien	Credit Institution				Yes	No
AT19360	INGBATWWXXX	AT	ING BANK N.V. Zweigniederlassung Wien ING BANK N.V. Vienna Branch	152	Praterstraße 31, 5.Stock Galaxy Tower	1020	Wien	Credit Institution	NL	ING Bank N.V.	NL163	Yes	No
AT19210	INGDAT21XXX	AT	ING-DiBa Direktbank Austria Niederlassung der ING-DiBa AG		Galaxy Tower, Praterstraße 31	1020	Wien	Credit Institution	DE	ING-DiBa AG	DE00067	Yes	No
AT19290		AT	Joh. Berenberg, Gossler & Co. KG Zweigniederlassung Wien		Schottenring 12	1010	Wien	Credit Institution	DE	Joh. Berenberg, Gossler & Co. KG	DE00223	Yes	No
AT18170	OKOMATWW	AT	KA Finanz AG	327	Türkenstraße 9	1090	Wien	Credit Institution				Yes	No
AT20228	SPKDAT21XXX	AT	KREMSER BANK UND SPARKASSEN AKTIENGESELLSCHAFT	27	Ringstraße 5-7	3500	Krems/Donau	Credit Institution				Yes	No
AT19150	KTBKATWWXXX	AT	Kathrein Privatbank Aktiengesellschaft	174	Wipplingerstraße 25	1010	Wien	Credit Institution				Yes	No
AT19660	INVOATWW	AT	Kommunalkredit Austria AG		Türkenstraße 9	1090	Wien	Credit Institution				Yes	No
AT20706	KSPKAT2KXXX	AT	Kärntner Sparkasse Aktiengesellschaft	516	Neuer Platz 14	9020	Klagenfurt	Credit Institution				Yes	No
AT73800	LEGMATW1XXX	AT	LEASFINANZ Bank GmbH		Operngasse 21	1040	Wien	Credit Institution				Yes	No
AT19460	BLFLATWWXXX	AT	LGT Bank AG, Zweigniederlassung Österreich		Bankgasse 9	1010	Wien	Credit Institution	LI	LGT Bank AG	LI0ECBM00010	Yes	No
AT56000	HYSTAT2GXXX	AT	Landes-Hypothekenbank Steiermark Aktiengesellschaft	889	Radetzkystraße 15-17	8010	Graz	Credit Institution				Yes	No
AT19450	LILAATWWXXX	AT	Liechtensteinische Landesbank (Österreich) AG		Wipplingerstraße 35	1010	Wien	Credit Institution				Yes	No
AT20507	LISPAT21	AT	Lienzer Sparkasse AG		Johannesplatz 6	9900	Lienz	Credit Institution				Yes	No
AT19240	MEINATWWXXX	AT	MEINL BANK Aktiengesellschaft	99	Bauernmarkt 2	1010	Wien	Credit Institution				Yes	No
AT19885		AT	Macquarie Bank International Limited, Vienna Branch		Kärntner Straße 28	1010	Wien	Credit Institution	GB	Macquarie Bank International Ltd	GB1692	Yes	No
AT19490		AT	Mizuho Bank Nederland N.V. Vienna Branch		DC Tower Donau-City-Straße 7	1220	Wien	Credit Institution	NL	Mizuho Bank Nederland N.V.	NL530	Yes	No
AT15000	OBKLAT2L	AT	Oberbank AG	60	Untere Donaulände 28	4020	Linz/Donau	Credit Institution				Yes	No
AT54000	OBLAAT2L	AT	Oberösterreichische Landesbank Aktiengesellschaft	259	Landstraße 38	4010	Linz	Credit Institution				Yes	No
AT10100		AT	Oesterreichische Entwicklungsbank AG		Strauchgasse 1-3	1010	Wien	Credit Institution				Yes	No
AT10000	OEKOATWW	AT	Oesterreichische Kontrollbank Aktiengesellschaft	70	Am Hof 4	1010	Wien	Credit Institution				Yes	No
AT19170	IBAGAT21XXX	AT	PARTNER BANK AKTIENGESELLSCHAFT	106	Goethestraße 1a	4020	Linz/Donau	Credit Institution				Yes	No
AT39101	VSGKAT2K101	AT	POSOJILNICA-BANK BILCOVS-HODISE-SKOFICE, registrirana zadruga z omejenim jamstvom (KREDITBANK LUDMANNSDORF-KEUTSCHACH-SCHIEFLING, registrierte Genossenschaft mit beschränkter Haftung)		Ludmannsdorf 33a	9072	Ludmannsdorf	Credit Institution				Yes	No
AT39102	VSGKAT2K102	AT	POSOJILNICA-BANK BOROVLJE - CELOVEC, registrirana zadruga z omejenim jamstvom (Kreditbank Ferlach - Klagenfurt registrierte Genossenschaft mit beschränkter Haftung)		Hauptplatz 16	9170	Ferlach	Credit Institution				Yes	No
AT34795	RZOOAT2L795	AT	PRIVAT BANK AG der Raiffeisenlandesbank Oberösterreich	455	Europaplatz 1a	4020	Linz/Donau	Credit Institution				Yes	No
AT76030	PLBKATWWXXX	AT	PayLife Bank GmbH	574	Marxergasse 1B	1030	Wien	Credit Institution				Yes	No
AT76000	PORCAT21XXX	AT	Porsche Bank Aktiengesellschaft	91	Vogelweiderstraße 75	5020	Salzburg	Credit Institution				Yes	No
AT39117	VSGKAT2K117	AT	Posojilnica-Bank Pliberk, registrirana zadruga z omejenim jamstvom (Kreditbank Bleiburg, registrierte Genossenschaft mit beschränkter Haftung)		Völkermarkter Straße 1a	9150	Bleiburg	Credit Institution				Yes	No
AT39104	VSGKAT2K104	AT	Posojilnica-Bank Podjuna, registrirana zadruga z omejenim jamstvom (Kreditbank Jauntal, registrierte Genossenschaft mit beschränkter Haftung)		Bleiburger Straße 6	9141	Eberndorf	Credit Institution				Yes	No
AT39109	VSGKAT2K109	AT	Posojilnica-Bank St. Jakob v Rozu, registrirana zadruga z omejenim jamstvom (Kreditbank St. Jakob im Rosental, registrierte Genossenschaft mit beschränkter Haftung)		St.Jakob i.R. 14	9184	St.Jakob/Ros.T.	Credit Institution				Yes	No
AT39130	VSGKAT2K130	AT	Posojilnica-Bank Zelezna Kapla, registrirana zadruga z omejenim jamstvom (Kreditbank Eisenkappel, registrierte Genossenschaft mit beschränkter Haftung)		Bad Eisenkappel 67	9135	Bad Eisenkappel	Credit Institution				Yes	No
AT39116	VSGKAT2K116	AT	Posojilnica-Bank Zila, registrirana zadruga z omejenim jamstvom (Kreditbank Gailtal, registrierte Genossenschaft mit beschränkter Haftung)		Kaiser-Josef-Platz 6	9500	Villach	Credit Institution				Yes	No
AT37468	RVVGAT2B468	AT	RAIFFEISEN BANK IM MONTAFON registrierte Genossenschaft mit beschränkter Haftung	133	Kirchplatz 3	6780	Schruns	Credit Institution				Yes	No
AT37402	RVVGAT2B402	AT	RAIFFEISENBANK ALTACH eGen	66	Achstraße 10	6844	Altach	Credit Institution				Yes	No
AT35010	RVSAAT2S010	AT	RAIFFEISENBANK BISCHOFSHOFEN eGen	69	Franz-Mohshammer-Platz 7	5500	Bischofshofen	Credit Institution				Yes	No
AT37424	RVVGAT2B424	AT	RAIFFEISENBANK FRASTANZ-SATTEINS registrierte Genossenschaft mit beschränkter Haftung	19	Bahnhofstraße 2	6820	Frastanz	Credit Institution				Yes	No
AT37439	RVVGAT2B439	AT	RAIFFEISENBANK LEIBLACHTAL registrierte Genossenschaft mit beschränkter Haftung		Heribrandstraße 1	6912	Hörbranz	Credit Institution				Yes	No
AT37458	RVVGAT2B458	AT	RAIFFEISENBANK WALGAU-GROSSWALSERTAL registrierte Genossenschaft mit beschränkter Haftung	12	Bahnhofstraße 2	6710	Nenzing	Credit Institution				Yes	No
AT32000	RLNWATWW	AT	RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG	991	Friedrich-Wilhelm-Raiffeisenplatz 1	1020	Wien	Credit Institution				Yes	No
AT19420		AT	RCI Banque SA, Niederlassung Österreich		Laaer Berg-Straße 64	1100	Wien	Credit Institution	FR	RCI Banque	FR11188	Yes	No
AT31000	RZBAATWWXXX	AT	Raiffeisen Bank International AG	50	Am Stadtpark 9	1030	Wien	Credit Institution				Yes	No
AT39412	RZKTAT2K412	AT	Raiffeisen Bank Lurnfeld-Reißeck registrierte Genossenschaft mit beschränkter Haftung	1	Hauptstraße 23	9813	Möllbrücke	Credit Institution				Yes	No
AT39496	RZKTAT2K496	AT	Raiffeisen Bank Villach registrierte Genossenschaft mit beschränkter Haftung	32	Nikolaigasse 4	9500	Villach	Credit Institution				Yes	No
AT31303	RBSKATW1	AT	Raiffeisen Bausparkasse Gesellschaft m.b.H.	29	Mooslackengasse 12	1190	Wien	Credit Institution				Yes	No
AT19930	CENBATWWXXX	AT	Raiffeisen Centrobank AG	272	Tegetthoffstraße 1	1010	Wien	Credit Institution				Yes	No
AT36254	RZTIAT22254	AT	Raiffeisen RegionalBank Fieberbrunn - St.Johann in Tirol eGen		Speckbacherstraße 11	6380	St.Johann/Tirol	Credit Institution				Yes	No
AT36362	RZTIAT22362	AT	Raiffeisen Regionalbank Hall in Tirol eGen	64	Zollstraße 1	6060	Hall/Tirol	Credit Institution				Yes	No
AT32250	RLNWATWWGTD	AT	Raiffeisen Regionalbank Mödling eGen	78	Hauptstraße 27-29	2340	Mödling	Credit Institution				Yes	No
AT36322	RZTIAT22322	AT	Raiffeisen Regionalbank Schwaz eGen	106	Innsbrucker Straße 11	6130	Schwaz	Credit Institution				Yes	No
AT19740	RAWHATW1XXX	AT	Raiffeisen Wohnbaubank Aktiengesellschaft	50	Mooslackengasse 12	1190	Wien	Credit Institution				Yes	No
AT30000	RZBHATWWXXX	AT	Raiffeisen Zentralbank Österreich Aktiengesellschaft	50	Am Stadtpark 9	1030	Wien	Credit Institution				Yes	No
AT39358	RZKTAT2K358	AT	Raiffeisen-Bezirksbank Klagenfurt, registrierte Genossenschaft mit beschränkter Haftung	350	Bahnhofstraße 3	9020	Klagenfurt	Credit Institution				Yes	No
AT39267	RZKTAT2K267	AT	Raiffeisen-Bezirksbank Spittal/Drau, registrierte Genossenschaft mit beschränkter Haftung	22	Burgplatz 2	9800	Spittal/Drau	Credit Institution				Yes	No
AT39475	RZKTAT2K475	AT	Raiffeisen-Bezirksbank St. Veit a.d. Glan-Feldkirchen, registrierte Genossenschaft mit beschränkter Haftung	9	Oktoberplatz 1	9300	St. Veit an der Glan	Credit Institution				Yes	No
AT38000	RZSTAT2G	AT	Raiffeisen-Landesbank Steiermark AG	847	Kaiserfeldgasse 5-7	8010	Graz	Credit Institution				Yes	No
AT36000	RZTIAT22	AT	Raiffeisen-Landesbank Tirol AG	543	Adamgasse 1-7	6020	Innsbruck	Credit Institution				Yes	No
AT31600	RLBAATW1	AT	Raiffeisen-Leasing Bank Aktiengesellschaft		Mooslackengasse 12	1190	Wien	Credit Institution				Yes	No
AT32092	RLNWATWWGAE	AT	Raiffeisen-Regionalbank Gänserndorf eGen	20	Bahnstraße 8	2230	Gänserndorf	Credit Institution				Yes	No
AT36336	RZTIAT22336	AT	Raiffeisen-Regionalbank Telfs eGen	27	Untermarktstraße 3	6410	Telfs	Credit Institution				Yes	No
AT36232	RZTIAT22232	AT	RaiffeisenBank Going eGen		Dorfstraße 25	6353	Going am Wilden Kaiser	Credit Institution				Yes	No
AT36263	RZTIAT22263	AT	RaiffeisenBank Kitzbühel eGen		Achenweg 16	6370	Kitzbühel	Credit Institution				Yes	No
AT36349	RZTIAT22349	AT	RaiffeisenBank St. Ulrich - Waidring eGen		Dorfstraße 5a	6384	Waidring	Credit Institution				Yes	No
AT36200	RZTIAT22200	AT	Raiffeisenbank Absam eGen		Salzbergstraße 64	6067	Absam	Credit Institution				Yes	No
AT35001	RVSAAT2S001	AT	Raiffeisenbank Abtenau-Rußbach registrierte Genossenschaft mit beschränkter Haftung		Markt 49	5441	Abtenau	Credit Institution				Yes	No
AT36201	RZTIAT22201	AT	Raiffeisenbank Achenkirch und Umgebung eGen	39	Achenkirch 387a	6215	Achenkirch	Credit Institution				Yes	No
AT38001	RZSTAT2G001	AT	Raiffeisenbank Admont eGen		Hauptstraße 33	8911	Admont	Credit Institution				Yes	No
AT38346	RZSTAT2G346	AT	Raiffeisenbank Aichfeld eGen	30	Kärntner Straße 2	8720	Knittelfeld	Credit Institution				Yes	No
AT37401	RVVGAT2B401	AT	Raiffeisenbank Alberschwende registrierte Genossenschaft mit beschränkter Haftung		Hof 18	6861	Alberschwende	Credit Institution				Yes	No
AT36203	RZTIAT22203	AT	Raiffeisenbank Alpbach eGen		Alpbach 177	6236	Alpbach	Credit Institution				Yes	No
AT35004	RVSAAT2S004	AT	Raiffeisenbank Altenmarkt-Flachau-Eben registrierte Genossenschaft mit beschränkter Haftung	10	Marktplatz 5	5541	Altenmarkt/Pg.	Credit Institution				Yes	No
AT39255	RZKTAT2K255	AT	Raiffeisenbank Althofen - Guttaring, registrierte Genossenschaft mit beschränkter Haftung	14	Kreuzstraße 15	9330	Treibach-Althofen	Credit Institution				Yes	No
AT35005	RVSAAT2S005	AT	Raiffeisenbank Anif-Niederalm eGen	26	Aniferstraße 12	5081	Anif	Credit Institution				Yes	No
AT35006	RVSAAT2S006	AT	Raiffeisenbank Annaberg-Lungötz registrierte Genossenschaft mit beschränkter Haftung	1	Annaberg im Lammertal 125	5524	Annaberg/Lt.	Credit Institution				Yes	No
AT35007	RVSAAT2S007	AT	Raiffeisenbank Anthering eGen	19	Salzburger Straße 6	5102	Anthering	Credit Institution				Yes	No
AT33004	RLBBAT2E004	AT	Raiffeisenbank Apetlon eGen		Kirchengasse 1	7143	Apetlon	Credit Institution				Yes	No
AT39257	RZKTAT2K257	AT	Raiffeisenbank Arnoldstein, registrierte Genossenschaft mit beschränkter Haftung	9	Gemeindeplatz 2	9601	Arnoldstein	Credit Institution				Yes	No
AT36207	RZTIAT22207	AT	Raiffeisenbank Arzl im Pitztal und Imsterberg registrierte Genossenschaft mit beschränkter Haftung		Dorfstraße 38	6471	Arzl im Pitztal	Credit Institution				Yes	No
AT34016	RZOOAT2L016	AT	Raiffeisenbank Aspach-Wildenau eGen		Marktplatz 3	5252	Aspach/Innkr.	Credit Institution				Yes	No
AT34523	RZOOAT2L523	AT	Raiffeisenbank Attergau eGen	4	Attergaustraße 38a	4880	St.Georgen/Att.	Credit Institution				Yes	No
AT34608	RZOOAT2L608	AT	Raiffeisenbank Attersee-Nord eGen		Raiffeisenplatz 1	4863	Seewalchen am Attersee	Credit Institution				Yes	No
AT34363	RZOOAT2L363	AT	Raiffeisenbank Attersee-Süd eGen		Dorfstraße 50	4865	Nußdorf/Atters.	Credit Institution				Yes	No
AT37405	RVVGAT2B405	AT	Raiffeisenbank Au registrierte Genossenschaft mit beschränkter Haftung		Lisse 94	6883	Au/Bregenzerw.	Credit Institution				Yes	No
AT32039	RLNWATWWAUE	AT	Raiffeisenbank Auersthal-Bockfließ-Groß Schweinbarth eGen	0	Hauptstraße 78	2214	Auersthal	Credit Institution				Yes	No
AT36236	RZTIAT22236	AT	Raiffeisenbank Bad Häring-Schwoich eGen		Dorfstraße 6	6323	Bad Häring	Credit Institution				Yes	No
AT38312	RZSTAT2G312	AT	Raiffeisenbank Bad Radkersburg-Klöch eGen	9	Halbenrainer Straße 2	8490	Bad Radkersburg	Credit Institution				Yes	No
AT34750	RZOOAT2L750	AT	Raiffeisenbank Bad Wimsbach-Neydharting eGen		Markt 23	4654	Bad Wimsbach	Credit Institution				Yes	No
AT35008	RVSAAT2S008	AT	Raiffeisenbank Bergheim eGen	64	Dorfstraße 37	5101	Bergheim	Credit Institution				Yes	No
AT35009	RVSAAT2S009	AT	Raiffeisenbank Berndorf-Seeham eGen	1	Franz-Xaver-Gruber-Platz 2	5165	Berndorf	Credit Institution				Yes	No
AT32227	RLNWATWWBGA	AT	Raiffeisenbank Bernhardsthal - Großkrut - Altlichtenwarth eGen		Poysdorfer Straße 3a	2143	Großkrut	Credit Institution				Yes	No
AT37406	RVVGAT2B406	AT	Raiffeisenbank Bezau-Mellau-Bizau registrierte Genossenschaft mit beschränkter Haftung		Platz 398	6870	Bezau	Credit Institution				Yes	No
AT39272	RZKTAT2K272	AT	Raiffeisenbank Bleiburg registrierte Genossenschaft mit beschränkter Haftung		10. Oktober-Platz 13	9150	Bleiburg	Credit Institution				Yes	No
AT35011	RVSAAT2S011	AT	Raiffeisenbank Bramberg eGen	17	Kirchenstraße 8	5733	Bramberg/Wildk.	Credit Institution				Yes	No
AT36213	RZTIAT22213	AT	Raiffeisenbank Brandenberg eGen		Brandenberg 20	6234	Brandenberg	Credit Institution				Yes	No
AT38026	RZSTAT2G026	AT	Raiffeisenbank Breitenau eGen		St.Jakob 1	8614	Breitenau am Hochlantsch	Credit Institution				Yes	No
AT36215	RZTIAT22215	AT	Raiffeisenbank Brixen im Thale eGen		Dorfstraße 92	6364	Brixen im Thale	Credit Institution				Yes	No
AT32073	RLNWATWWBRL	AT	Raiffeisenbank Bruck-Carnuntum eGen	62	Raiffeisenplatz 1	2460	Bruck/Leitha	Credit Institution				Yes	No
AT35012	RVSAAT2S012	AT	Raiffeisenbank Bruck-Fusch-Kaprun eGen	19	Glocknerstraße 6	5671	Bruck/Glockner	Credit Institution				Yes	No
AT39271	RZKTAT2K271	AT	Raiffeisenbank Brückl-Eberstein-Klein St. Paul-Waisenberg, registrierte Genossenschaft mit beschränkter Haftung	9	Hüttenbergerstraße 1	9371	Brückl	Credit Institution				Yes	No
AT36272	RZTIAT22272	AT	Raiffeisenbank Buch, Gallzein und Strass registrierte Genossenschaft mit beschränkter Haftung		Nr. 108a	6220	Buch in Tirol	Credit Institution				Yes	No
AT36367	RZTIAT22367	AT	Raiffeisenbank Defereggental eGen		Innerrotte 38	9963	St.Jakob/Def.	Credit Institution				Yes	No
AT38043	RZSTAT2G043	AT	Raiffeisenbank Deutschlandsberg eGen	86	Raiffeisenstraße 1	8530	Deutschlandsberg	Credit Institution				Yes	No
AT35013	RVSAAT2S013	AT	Raiffeisenbank Dienten eGen		Dorf 22	5652	Dienten	Credit Institution				Yes	No
AT34075	RZOOAT2L075	AT	Raiffeisenbank Donau-Ameisberg eGen	0	Marktplatz 10	4152	Sarleinsbach	Credit Institution				Yes	No
AT33012	RLBBAT2E012	AT	Raiffeisenbank Donnerskirchen-Oggau-Schützen/Geb. registrierte Genossenschaft mit beschränkter Haftung		Hauptstraße 39	7082	Donnerskirchen	Credit Institution				Yes	No
AT39442	RZKTAT2K442	AT	Raiffeisenbank Drautal registrierte Genossenschaft mit beschränkter Haftung	8	Hauptstraße 163	9711	Paternion	Credit Institution				Yes	No
AT33014	RLBBAT2E014	AT	Raiffeisenbank Draßmarkt-Kobersdorf-St. Martin eGen	1	Hauptstraße 29	7372	Draßmarkt	Credit Institution				Yes	No
AT33038	RLBBAT2E038	AT	Raiffeisenbank Dreiländereck Bgld-Nord eGen		Untere Hauptstrasse 36	2425	Nickelsdorf/L.	Credit Institution				Yes	No
AT36218	RZTIAT22218	AT	Raiffeisenbank Eben-Pertisau eGen		Dorfstraße 38	6212	Maurach	Credit Institution				Yes	No
AT39288	RZKTAT2K288	AT	Raiffeisenbank Eberndorf registrierte Genossenschaft mit beschränkter Haftung	2	Bahnstraße 22	9141	Eberndorf	Credit Institution				Yes	No
AT34081	RZOOAT2L081	AT	Raiffeisenbank Eberschwang eGen	0	Eberschwang 116	4906	Eberschwang	Credit Institution				Yes	No
AT38053	RZSTAT2G053	AT	Raiffeisenbank Edelschrott eGen		Packerstraße 31	8583	Edelschrott	Credit Institution				Yes	No
AT34083	RZOOAT2L083	AT	Raiffeisenbank Edt-Lambach eGen		Marktplatz 14	4650	Lambach	Credit Institution				Yes	No
AT32123	RLNWATWW123	AT	Raiffeisenbank Eggenburg eGen		Hauptplatz 24-26	3730	Eggenburg	Credit Institution				Yes	No
AT36219	RZTIAT22219	AT	Raiffeisenbank Ehrwald-Lermoos-Biberwier eGen	6	Kirchplatz 31	6632	Ehrwald	Credit Institution				Yes	No
AT35014	RVSAAT2S014	AT	Raiffeisenbank Elixhausen eGen	11	Pfarrweg 2	5161	Elixhausen	Credit Institution				Yes	No
AT34157	RZOOAT2L157	AT	Raiffeisenbank Enns eGen		Hauptplatz 5	4470	Enns	Credit Institution				Yes	No
AT34080	RZOOAT2L080	AT	Raiffeisenbank Ennstal eGen		Kirchenplatz 11	4452	Ternberg	Credit Institution				Yes	No
