MFI_ID	BIC	HOST	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	DOMICILE	HEAD_NAME	HEAD_ID	RESERVE	EXEMPT
IT0000570208854		IT	FRIULOVEST BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA RICHINVELDA, 4	33095	SAN GIORGIO DELLA RICHINVELDA	Credit Institution				Yes	No
IT0002617937569		IT	GBM BANCA S.P.A.		LUNGOTEVERE MICHELANGELO, 5	00192	ROMA	Credit Institution				Yes	No
IT0000101249315	IBFIITMMXXX	IT	GE CAPITAL INTERBANCA S.P.A.		CORSO VENEZIA, 56	20121	MILANO	Credit Institution				Yes	No
IT0000430754720	MIDLITMXXXX	IT	HSBC BANK PLC		PIAZZETTA M. BOSSI, 1	20121	MILANO	Credit Institution	GB	HSBC Bank plc	GB1805	Yes	No
IT0000450091647	HAABIT2UXXX	IT	HYPO ALPE ADRIA BANK SPA		VIA MARINONI, 55	33100	UDINE	Credit Institution				Yes	No
IT0001764360047		IT	HYPO TIROL BANK AG		VIA DEL MACELLO 30/A	39100	BOLZANO-BOZEN	Credit Institution	AT	HYPO TIROL BANK AG	AT57000	Yes	No
IT0001817990732	EHYPITMXXXX	IT	HYPOTHEKENBANK FRANKFURT AG		VIA CORDUSIO, 2	20123	MILANO	Credit Institution	DE	Hypothekenbank Frankfurt AG	DE03254	Yes	No
IT0000113003087	IBLBITRRXXX	IT	IBL ISTITUTO BANCARIO DEL LAVORO SPA		VIA CAMPO MARZIO, 46	00186	ROMA	Credit Institution				Yes	No
IT0000040113343	ICRAITRRXXX	IT	ICCREA BANCA SPA ISTITUTO CENTRALE DEL CREDITO COOPERATIVO		VIA LUCREZIA ROMANA, 41/47	00178	ROMA	Credit Institution				Yes	No
IT0000176947615		IT	ICCREA BANCAIMPRESA S.P.A.		VIA LUCREZIA ROMANA, 41/47	00178	ROMA	Credit Institution				Yes	No
IT0002659287702		IT	IKB DEUTSCHE INDUSTRIEBANK AG		VIA DANTE, 14	20121	MILANO	Credit Institution	DE	IKB Deutsche Industriebank Aktiengesellschaft	DE03478	Yes	No
IT0003084910677	IMPAITRRXXX	IT	IMPREBANCA S.P.A.		VIA COLA DI RIENZO, 240 / II PIANO	00192	ROMA	Credit Institution				Yes	No
IT0003660788301	ICBKITMMXXX	IT	INDUSTRIAL AND COMMERCIAL BANK OF CHINA (EUROPE) S.A.		VIA TOMMASO GROSSI 2	20121	MILANO	Credit Institution				Yes	No
IT0000205387246	INGBITMMXXX	IT	ING BANK NV		VIA ARBE, 49	20125	MILANO	Credit Institution	NL	ING Bank N.V.	NL163	Yes	No
IT0000279879169		IT	INTESA SANPAOLO PRIVATE BANKING S.P.A.		VIA HOEPLI, 10	20121	MILANO	Credit Institution				Yes	No
IT0000101262255	BCITITMMXXX	IT	INTESA SANPAOLO SPA		PIAZZA SAN CARLO, 156	10100	TORINO	Credit Institution				Yes	No
IT0000828560480	NVESITRRXXX	IT	INVEST BANCA SPA		VIA CHERUBINI, 99	50053	EMPOLI	Credit Institution				Yes	No
IT0000101248242	CIPBITMMXXX	IT	ISTITUTO CENTRALE DELLE BANCHE POPOLARI ITALIANE SPA		CORSO EUROPA, 18	20122	MILANO	Credit Institution				Yes	No
IT0000125236845	ISCSITRRTES	IT	ISTITUTO PER IL CREDITO SPORTIVO - ENTE DI DIRITTO PUBBLICO		VIA GIAMBATTISTA VICO, 5	00196	ROMA	Credit Institution				Yes	No
IT0000105627422		IT	ISVEIMER SPA		VIA ELEONORA DUSE, 53 (C/O KPMG FIDES SPA)	00197	ROMA	Credit Institution				Yes	No
IT0000203422919		IT	IW Bank S.p.A.		PIAZZALE FRATELLI ZAVATTARI N. 12	20149	MILANO	Credit Institution				Yes	No
IT0003109018147	JPMGITMMXXX	IT	J.P. MORGAN INTERNATIONAL BANK LIMITED		VIA CATENA, 4	20121	MILANO	Credit Institution	GB	J.P. Morgan International Bank Limited	GB1507	Yes	No
IT0001242389990		IT	J.P. MORGAN SECURITIES PLC		VIA CATENA ADALBERTO, 4	20121	MILANO	Credit Institution	GB	J.P. Morgan Securities plc	GB1508	Yes	No
IT0003132974260		IT	JCB FINANCE		VIALE DELLA LIBERAZIONE, 16/18	20124	MILANO	Credit Institution	FR	JCB Finance	FR12978	Yes	No
IT0000179608734	CHASITMXXXX	IT	JPMORGAN CHASE BANK, NATIONAL ASSOCIATION		VIA CATENA N. 4	20121	MILANO	Credit Institution	US	JPMorgan Chase Bank National Association	US0ECBM00033	Yes	No
IT0004198095129		IT	LA BCC DEL CROTONESE - CREDITO COOPERATIVO SOCIETA' COOPERATIVA		VIA TESORO, 19	88841	ISOLA DI CAPO RIZZUTO	Credit Institution				Yes	No
IT0003256932819		IT	MAINFIRST BANK AG		VIA FOSCOLO UGO, 8	20121	MILANO	Credit Institution	DE	MainFirst Bank Aktiengesellschaft	DE05731	Yes	No
IT0000746828578		IT	MANTOVABANCA 1896 CREDITO COOPERATIVO SOCIETA' COOPERATIVA		VIALE DELLA VITTORIA, 1	46041	ASOLA	Credit Institution				Yes	No
IT0000101249233	BAMEITMMMIL	IT	MEDIOBANCA SPA		PIAZZETTA ENRICO CUCCIA, 1	20121	MILANO	Credit Institution				Yes	No
IT0001635559232		IT	MEDIOCREDITO ITALIANO S.P.A.		VIA CERNAIA, 8/10	20121	MILANO	Credit Institution				Yes	No
IT0000102814423		IT	MEDIOCREDITO TRENTINO ALTO ADIGE SPA		VIA PARADISI, 1	38100	TRENTO	Credit Institution				Yes	No
IT0001071626955	MELYITM1XXX	IT	MERRILL LYNCH INTERNATIONAL BANK LTD MILAN BRANCH		VIA MANZONI, 5	20121	MILANO	Credit Institution	IE	Merrill Lynch International Bank Limited	IEMLCMBX	Yes	No
IT0002846500661	MHCBITMMXXX	IT	MIZUHO BANK LIMITED		LARGO AUGUSTO, 7	20122	MILANO	Credit Institution	JP	Mizuho Bank, Ltd.	JP0ECBM00015	Yes	No
IT0001544544332	MSITITMXXXX	IT	MORGAN STANLEY BANK INTERNATIONAL LTD MILAN BRANCH		CORSO VENEZIA, 16	20121	MILANO	Credit Institution	GB	Morgan Stanley Bank International Limited	GB1852	Yes	No
IT0000104056031		IT	MPS CAPITAL SERVICES BANCA PER LE IMPRESE SPA		VIA LEONE PANCALDO, 4	50132	FIRENZE	Credit Institution				Yes	No
IT0001769949030		IT	MPS LEASING & FACTORING SPA		VIA ALDO MORO, 11/13	53100	SIENA	Credit Institution				Yes	No
IT0003124656021		IT	NATIXIS LEASE SA - SUCCURSALE ITALIA		VIALE RESTELLI, 3/7	20124	MILANO	Credit Institution	FR	Natixis lease	FR11128	Yes	No
IT0001926255311	NATXITMMXXX	IT	NATIXIS S.A.		VIA BORGOGNA, 8	20122	MILANO	Credit Institution	FR	Natixis	FR30007	Yes	No
IT0003132475795		IT	NOMURA BANK INTERNATIONAL PLC ITALIAN BRANCH		PIAZZA DEL CARMINE, 4	20121	MILANO	Credit Institution	GB	Nomura Bank International plc	GB1980	Yes	No
IT0000758570036		IT	NOVA LJUBLJANSKA BANKA DD LJUBLJANA		STRADA PER VIENNA, 55/1	34151	TRIESTE	Credit Institution	SI	NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA	SI5860571	Yes	No
IT0003131651364		IT	PICTET & CIE (EUROPE) S.A.		CORSO VITTORIO EMANUELE II, 95	10128	TORINO	Credit Institution	LU	Pictet & Cie (Europe) S.A.	LUB00198	Yes	No
IT0001616426409	WLBEITM2XXX	IT	PORTIGON AG		VIA MERCATO, 5	20121	MILANO	Credit Institution	DE	Portigon AG	DE00321	Yes	No
IT0002172524694		IT	PRADER BANK SPA		PIAZZETTA DELLA MOSTRA, 2	39100	BOLZANO-BOZEN	Credit Institution				Yes	No
IT0000078260432		IT	RABOBANK NEDERLAND		VIA DANTE, 16	20121	MILANO	Credit Institution	NL	Coöperatieve Centrale Raiffeisen-Boerenleenbank B.A.	NL600	Yes	No
IT0003131116436	BILLITMMXXX	IT	RBC INVESTOR SERVICES BANK S.A.		VIA VITTOR PISANI, 26	20124	MILANO	Credit Institution	LU	RBC Investor Services Bank S.A.	LUB00341	Yes	No
IT0001286988757		IT	RCI BANQUE SA		VIA TIBURTINA, 1159	00156	ROMA	Credit Institution	FR	RCI Banque	FR11188	Yes	No
IT0000361676909		IT	ROMAGNA EST BCC SOCIETA' COOPERATIVA		C.SO PERTICARI, 25/27	47039	SAVIGNANO SUL RUBICONE	Credit Institution				Yes	No
IT0000152258579	SFSPIT22XXX	IT	SANFELICE 1893 BANCA POPOLARE SOCIETA' COOPERATIVA PER AZIONI		PIAZZA GIACOMO MATTEOTTI, 23	41038	SAN FELICE SUL PANARO	Credit Institution				Yes	No
IT0000552841118	FICUITTTXXX	IT	SANTANDER CONSUMER BANK SPA		VIA NIZZA, 262/26	10126	TORINO	Credit Institution				Yes	No
IT0000449924512		IT	SANTANDER PRIVATE BANKING S.P.A.		VIA SENATO, 28	20121	MILANO	Credit Institution				Yes	No
IT0003348340337		IT	SAXO BANK A/S		CORSO VENEZIA, 29	20121	MILANO	Credit Institution	DK	Saxo Bank A/S	DK001149	Yes	No
IT0003118880771		IT	SOCIETE GENERALE MUTUI ITALIA S.P.A.		VIA SILVA GUGLIELMO, 34	20149	MILANO	Credit Institution				Yes	No
IT0000253660713	SOGEITMMXXX	IT	SOCIETE' GENERALE		VIA OLONA, 2	20123	MILANO	Credit Institution				Yes	No
IT0000064582025	TWOSITMMXXX	IT	SOCIETE' GENERALE SECURITIES SERVICES S.P.A.		VIA BENIGNO CRESPI, 19/A - MACII	20159	MILANO	Credit Institution				Yes	No
IT0003432803278		IT	STANDARD CHARTERED BANK		CORSO EUROPA, 2	20122	MILANO	Credit Institution	GB	Standard Chartered Bank	GB2400	Yes	No
IT0004105051846	SBOSITMLXXX	IT	STATE STREET BANK GMBH		VIA FERRANTE APORTI 10	20125	MILANO	Credit Institution	DE	State Street Bank GmbH	DE05626	Yes	No
IT0002733810121		IT	SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED		VIA DELLA SPIGA, 30	20121	MILANO	Credit Institution	GB	Sumitomo Mitsui Banking Corporation Europe Limited	GB2437	Yes	No
IT0003131835846	IRVTITMMXXX	IT	THE BANK OF NEW YORK MELLON (LUXEMBOURG) S.A.		VIA CARDUCCI GIOSUE', 31	20123	MILANO	Credit Institution				Yes	No
IT0000563943806	BOTKITMCXXX	IT	THE BANK OF TOKYO - MITSUBISHI UFJ, LTD.		VIALE DELLA LIBERAZIONE, 18	20124	MILANO	Credit Institution	JP	The Bank of Tokyo-Mitsubishi UFJ, Ltd.	JP0ECBM00049	Yes	No
IT0001783764972	ABNAITMMXXX	IT	THE ROYAL BANK OF SCOTLAND PLC		VIA FILIPPO TURATI, 9	20121	MILANO	Credit Institution	GB	The Royal Bank of Scotland plc	GB2600	Yes	No
IT0002691045685		IT	TOYOTA KREDITBANK GMBH		VIA KIICIRO TOYODA, 2	00148	ROMA	Credit Institution	DE	TOYOTA Kreditbank GmbH	DE04046	Yes	No
IT0001077268876	UBSWITMMXXX	IT	UBS (ITALIA) SPA		VIA DEL VECCHIO POLITECNICO, 3	20121	MILANO	Credit Institution				Yes	No
IT0000532321047		IT	UNICREDIT BANK AG		PIAZZA GAE AULENTI, 4 TORRE C	20154	MILANO	Credit Institution	DE	UniCredit Bank AG	DE00008	Yes	No
IT0000074780762		IT	UNICREDIT CREDIT MANAGEMENT BANK S.P.A.		PIAZZETTA MONTE, 1	37121	VERONA	Credit Institution				Yes	No
IT0000102484824	UNCRITMMXXX	IT	UNICREDIT, SOCIETA' PER AZIONI		VIA ALESSANDRO SPECCHI, 16	00186	ROMA	Credit Institution				Yes	No
IT0003866026681		IT	UNION BANCAIRE PRIVEE (EUROPE) S.A.		VIA MONTE DI PIETA', 21	20121	MILANO	Credit Institution				Yes	No
IT0001967291493	BLOPIT22XXX	IT	UNIONE DI BANCHE ITALIANE SOCIETA' COOPERATIVA PER AZIONI		PIAZZA VITTORIO VENETO, 8	24122	BERGAMO	Credit Institution				Yes	No
IT0000538225570	BAECIT2BXXX	IT	UNIPOL BANCA SPA		PIAZZA DELLA COSTITUZIONE, 2	40128	BOLOGNA	Credit Institution				Yes	No
IT0000643845485		IT	VALPOLICELLA BENACO B.CA CREDITO COOPERATIVO (VERONA) S.C.		VIA ALCIDE DE GASPERI, 11	37010	COSTERMANO	Credit Institution				Yes	No
IT0000102998324	VEBHIT2MXXX	IT	VENETO BANCA S.C.P.A.		PIAZZA G. B. DALL'ARMI, 1	31044	MONTEBELLUNA	Credit Institution				Yes	No
IT0000197710703		IT	VIBANCA - BCC DI S. PIETRO IN VINCIO - SOCIETA' COOPERATIVA		VIA PROVINCIALE LUCCHESE, 125/B	51030	PISTOIA	Credit Institution				Yes	No
IT0001232771625	VOWAITMMXXX	IT	VOLKSWAGEN BANK GMBH		VIA PETITTI CARLO ILARIONE, 15	20149	MILANO	Credit Institution	DE	Volkswagen Bank Gesellschaft mit beschränkter Haftung	DE03402	Yes	No
IT0004215764223		IT	WESTERN UNION INTERNATIONAL BANK GMBH		VIA VIRGILIO MAROSO 50	00142	ROMA	Credit Institution	AT	Western Union International Bank GmbH	AT19880	Yes	No
IT0003512403467		IT	ACOMEA LIQUIDITA'		LARGO DONEGANI N. 2	20121	MILANO	Money Market Fund				No	No
IT0003512479299		IT	AGORA CASH		LARGO DELLA FONTANELLA BORGHESE, 19	00186	ROMA	Money Market Fund				No	No
IT0003512453456		IT	ALLIANZ LIQUIDITA'		VIA DURINI, 1	20122	MILANO	Money Market Fund				No	No
IT0003512424662		IT	ANIMA LIQUIDITA' EURO		CORSO GARIBALDI 99	20121	MILANO	Money Market Fund				No	No
IT0003512466736		IT	BANCOPOSTA LIQUIDITA' EURO		VIA MARMORATA, 4	00153	ROMA	Money Market Fund				No	No
IT0003512442985		IT	BCC MONETARIO		VIA GIUSEPPE REVERE, 14	20123	MILANO	Money Market Fund				No	No
IT0003512577532		IT	BNL LIQUIDITA' - OICR FEEDER DI BNP PARIBAS TRESOR		CORSO ITALIA, 15	20122	MILANO	Money Market Fund				No	No
IT0003512411537		IT	EURIZON TESORERIA EURO		PIAZZETTA GIORDANO DELL'AMORE, 3	20121	MILANO	Money Market Fund				No	No
IT0003512581575		IT	FIDEURAM MONETA		PIAZZA ERCULEA, 9	20122	MILANO	Money Market Fund				No	No
IT0003512424744		IT	NORDFONDO LIQUIDITA'		VIA VITTOR PISANI, 13	20124	MILANO	Money Market Fund				No	No
IT0003512500637		IT	PIONEER LIQUIDITÀ EURO		PIAZZA GAE AULENTI, 1 - TOWER B	20154	MILANO	Money Market Fund				No	No
IT0003512504519		IT	SYMPHONIA TESORERIA		VIA ANTONIO GRAMSCI, 7	10121	TORINO	Money Market Fund				No	No
IT0003512412946		IT	UBI PRAMERICA EURO CASH		PIAZZA VITTORIO VENETO, 8	24122	BERGAMO	Money Market Fund				No	No
IT0004185404727		IT	2 PAY ISTITUTO DI MONETA ELETTRONICA S.R.L.		VIA LUDOVICO BRESSAN, 8	35132	PADOVA	Other Institution				No	No
IT0002456871571		IT	CARTALIS IMEL SPA		VIALE DEL CAMPO BOARIO, 56/D	00153	ROMA	Other Institution				No	No
IT0004126649717		IT	EDENRED ITALIA FIN S.R.L.		VIA GIOVANNI BATTISTA PIRELLI 18	20124	MILANO	Other Institution				No	No
IT0003940266940		IT	EURONET 360 FINANCE LIMITED		VIA NOTO 10	20141	MILANO	Other Institution				No	No
IT0003966143723		IT	INTERCARD FINANCE AD		VIA DEI BOSSI 4	20121	MILANO	Other Institution				No	No
IT0004129330957		IT	ORWELL UNION PARTNERS LLP		VIA MARINA 3	20121	MILANO	Other Institution				No	No
IT0001655872541		IT	QUI! FINANCIAL SERVICES S.P.A.		VIA XX SETTEMBRE, 29/7	16121	GENOVA	Other Institution				No	No
LT10100		LT	Lietuvos bankas		Gedimino pr. 6	01103	Vilnius	Central Bank				No	No
LT40100	AGBLLT2XXXX	LT	AB DNB bankas		J. Basanavičiaus g. 26	03601	Vilnius	Credit Institution				Yes	No
LT70400	CBVILT2XXXX	LT	AB SEB bankas		Gedimino pr. 12	01103	Vilnius	Credit Institution				Yes	No
LT70500	FIBALT22XXX	LT	AB bankas „FINASTA”		Maironio g. 11	01124	Vilnius	Credit Institution				Yes	No
LT72900	INDULT2XXXX	LT	AB „Citadele” bankas		K. Kalinausko g. 13	03107	Vilnius	Credit Institution				Yes	No
LT21700	MULTLT2XXXX	LT	AS „Meridian Trade Bank” Lietuvos filialas	0	Žygimantų g. 13	01102	Vinius	Credit Institution	LV	AS "Meridian Trade Bank"	LV000201	Yes	No
LTU9703		LT	Akademinė kredito unija		A. Mickevičiaus g. 15-2	44310	Kaunas	Credit Institution				Yes	No
LT71800	CBSBLT26XXX	LT	Akcinė bendrovė Šiaulių bankas		Tilžės g. 149	76348	Šiauliai	Credit Institution				Yes	No
LTV0029		LT	Alytaus kredito unija		S. Dariaus ir S. Girėno g. 2A-1	62137	Alytus	Credit Institution				Yes	No
LTV0005		LT	Anykščių kredito unija	0	S. Dariaus ir S. Girėno g. 5-51	29116	Anykščiai	Credit Institution				Yes	No
LTU9708		LT	Aukštaitijos kredito unija		Nemuno g. 73	37356	Panevėžys	Credit Institution				Yes	No
LT20900		LT	BIGBANK AS filialas	0	Jogailos g. 4	01116	Vilnius	Credit Institution	EE	BIGBANK AS	EE10183757	Yes	No
LTV0001		LT	Biržų kredito unija		J. Janonio g. 2	41148	Biržai	Credit Institution				Yes	No
LT21100	SMPOLT22XXX	LT	Danske Bank A/S Lietuvos filialas		Saltoniškių g. 2	08500	Vilnius	Credit Institution	DK	Danske Bank A/S	DK003000	Yes	No
LTV0026		LT	Druskininkų kredito unija		M. K. Čiurlionio g. 111	66166	Druskininkai	Credit Institution				Yes	No
LTV0032		LT	Grigiškių kredito unija	0	Kovo 11-osios g. 34-33	27112	Grigiškės, Vilnius	Credit Institution				Yes	No
LTV0017		LT	Grinkiškio kredito unija	0	Tilto g. 43	82388	Grinkiškio mstl., Radviliškio r. sav.	Credit Institution				Yes	No
LTV0038		LT	Gyventojų ir smulkaus verslo kredito unija		Taikos pr. 21B	50210	Kaunas	Credit Institution				Yes	No
LTV0019		LT	Ignalinos kredito unija		Vasario 16-osios g. 10-6	30115	Ignalina	Credit Institution				Yes	No
LTV0024		LT	Joniškio kredito unija		Miesto a. 4	84148	Joniškis	Credit Institution				Yes	No
LTV0008		LT	Jurbarko kredito unija		S. Dariaus ir S. Girėno g. 55-18	74183	Jurbarkas	Credit Institution				Yes	No
LTU9901		LT	Kaišiadorių kredito unija		Birutės g. 4-2	56124	Kaišiadorys	Credit Institution				Yes	No
LTU9702		LT	Kauno arkivyskupijos kredito unija		Vilniaus g. 3	44281	Kaunas	Credit Institution				Yes	No
LTV0002		LT	Kauno kredito unija		K. Donelaičio g. 62/V. Putvinskio g. 53	44248	Kaunas	Credit Institution				Yes	No
LTU9902		LT	Kelmės kredito unija	0	S. Dariaus ir S. Girėno g. 21A	86126	Kelmė	Credit Institution				Yes	No
LTV0039		LT	Klaipėdos kredito unija		Rūtų g. 4/Alyvų g. 2	91208	Klaipėda	Credit Institution				Yes	No
LTV0011		LT	Klausučių kredito unija		A. Daugėlos g. 1-3, Klausučių k.	74406	Jurbarko r. sav.	Credit Institution				Yes	No
LTV0043		LT	Kredito unija AMBER		Jogailos g. 4	01116	Vilnius	Credit Institution				Yes	No
LTU9803		LT	Kredito unija Skuodo bankelis		Vytauto g. 13-33	98121	Skuodas	Credit Institution				Yes	No
LTU9805		LT	Kredito unija Zanavykų bankelis		Bažnyčios g. 11	71122	Šakiai	Credit Institution				Yes	No
LTV0041		LT	Kredito unija „Centro taupomoji kasa”	0	Rožių al. 2	03106	Vilnius	Credit Institution				Yes	No
LTV0030		LT	Kredito unija „Gargždų taupa”	0	Naujoji g. 5	96124	Gargždų m., Klaipėdos r. sav.	Credit Institution				Yes	No
LTU9710		LT	Kredito unija „Germanto lobis”		Sedos g. 6	87112	Telšiai	Credit Institution				Yes	No
LTU9704		LT	Kredito unija „Giminėlė”		M. K. Čiurlionio g. 29	44356	Kaunas	Credit Institution				Yes	No
LTV0007		LT	Kredito unija „Jonavos žemė”		Kauno g. 6	55176	Jonava	Credit Institution				Yes	No
LTU9802		LT	Kredito unija „Kupiškėnų taupa”		Vytauto g. 9-2	40115	Kupiškis	Credit Institution				Yes	No
LTU9905		LT	Kredito unija „Moterų taupa”		Parodos g. 1-3	44214	Kaunas	Credit Institution				Yes	No
LTV0031		LT	Kredito unija „Mėmelio taupomoji kasa”	0	Minijos g. 127-2	93213	Klaipėda	Credit Institution				Yes	No
LTV0045		LT	Kredito unija „Panevėžio regiono taupomoji kasa”		Sabonių g. 4, Ėriškių k.	38270	Panevėžio r. sav.	Credit Institution				Yes	No
LTU9903		LT	Kredito unija „Prienų taupa”		Vytauto g. 1A	59114	Prienai	Credit Institution				Yes	No
LTV0048		LT	Kredito unija „Saulėgrąža”	0	Senasis Ukmergės kelias 4, Užubalių k.	14302	Vilniaus r.	Credit Institution				Yes	No
LTU9609		LT	Kredito unija „Sostinės kreditas”		Pušų g. 10	08120	Vilnius	Credit Institution				Yes	No
LTU9601		LT	Kredito unija „Sūduvos parama”		Vytauto g. 19	68300	Marijampolė	Credit Institution				Yes	No
LTU9709		LT	Kredito unija „Taupa”	0	A. Stulginskio g. 3-1	01115	Vilnius	Credit Institution				Yes	No
LTU9706		LT	Kredito unija „Tikroji viltis”		L. Petravičiaus a. 4A	85132	Naujoji Akmenė	Credit Institution				Yes	No
LTU9501		LT	Kredito unija „Vievio taupa”		Ausieniškių k.	21365	Elektrėnų sav.	Credit Institution				Yes	No
LTV0040		LT	Kredito unija „Vilniaus kreditas”		Gedimino g. 24	21118	Trakai	Credit Institution				Yes	No
LTU9612		LT	Kredito unija „Šešiagrašis”		Sodų g. 6-17	67111	Lazdijai	Credit Institution				Yes	No
LTV0044		LT	Kredito unija „Žemaitijos iždas”		Šviesos g. 5	87123	Telšiai	Credit Institution				Yes	No
LTU9701		LT	Kredito unija „Žemdirbio gerovė”		Aušros al. 41	76300	Šiauliai	Credit Institution				Yes	No
LTV0013		LT	Kretingos kredito unija		J. K. Chodkevičiaus g. 10	97130	Kretinga	Credit Institution				Yes	No
LTV0012		LT	Kvėdarnos kredito unija	0	S. Dariaus ir S. Girėno g. 24	75342	Kvėdarnos mstl., Šilalės r. sav.	Credit Institution				Yes	No
LTV0035		LT	Kėdainių krašto kredito unija		Josvainių g. 39-18	57267	Kėdainiai	Credit Institution				Yes	No
LTV0046		LT	LTL Kredito unija		Sporto g. 18	09238	Vilnius	Credit Institution				Yes	No
LT50100	LCKULT22XXX	LT	Lietuvos centrinė kredito unija		Savanorių pr. 363	49425	Kaunas	Credit Institution				Yes	No
LTV0023		LT	Mažeikių kredito unija		Vilniaus g. 2	89217	Mažeikiai	Credit Institution				Yes	No
LTV0025		LT	Naftininkų kredito unija		Juodeikių k.	89467	Mažeikių r. sav.	Credit Institution				Yes	No
LT21900	NDEALT2XXXX	LT	Nordea Bank AB Lietuvos skyrius	0	Didžioji g. 18	01128	Vilnius	Credit Institution	SE	Nordea Bank AB	SE11145	Yes	No
LTV0015		LT	Pagėgių kredito unija		Vilniaus g. 36	99287	Pagėgiai	Credit Institution				Yes	No
LTV0033		LT	Pajūrio kredito unija		Žalioji g. 6, Rudgalvių k.	96303	Klaipėdos r. sav.	Credit Institution				Yes	No
LTU9603		LT	Pakruojo ūkininkų kredito unija		Vytauto Didžiojo g. 47-3	83157	Pakruojis	Credit Institution				Yes	No
LTV0010		LT	Palangos kredito unija		Ganyklų g. 6	00127	Palanga	Credit Institution				Yes	No
LTU9705		LT	Panevėžio kredito unija	0	Bažnyčios g. 2	38031	Ramygalos m., Panevėžio r. sav.	Credit Institution				Yes	No
LTV0037		LT	Pareigūnų kredito unija	0	Birželio 23-iosios g. 15	03206	Vilnius	Credit Institution				Yes	No
LTU9904		LT	Pasvalio kredito unija		Vytauto Didžiojo a. 1	39143	Pasvalys	Credit Institution				Yes	No
LTU9607		LT	Plungės kredito unija		Senamiesčio a. 5	90162	Plungė	Credit Institution				Yes	No
LT21500	OKOYLT2XXXX	LT	Pohjola Bank plc Lietuvos filialas		Konstitucijos pr. 7	09308	Vilnius	Credit Institution	FI	Pohjola Pankki Oyj	FI01999207	Yes	No
LTU9602		LT	Radviliškio kredito unija		Gedimino g. 8	82174	Radviliškis	Credit Institution				Yes	No
LTV0014		LT	Raseinių kredito unija		Maironio g. 10	60151	Raseiniai	Credit Institution				Yes	No
LTV0016		LT	Rokiškio kredito unija		Respublikos g. 94	42136	Rokiškis	Credit Institution				Yes	No
LT21600		LT	Scania Finans Aktiebolag Lietuvos filialas		Lentvario g. 14B	02300	Vilnius	Credit Institution	SE	Scania Finans Aktiebolag	SE41076	Yes	No
LTV0018		LT	Sedos kredito unija	0	Vytauto g. 14	89380	Sedos m., Mažeikių r. sav.	Credit Institution				Yes	No
LT21300		LT	Skandinaviska Enskilda Banken AB, Vilniaus filialas		J. Balčikonio g. 3	08247	Vilnius	Credit Institution	SE	Skandinaviska Enskilda Banken AB	SE11102	Yes	No
LT21200	HANDLT2XXXX	LT	Svenska Handelsbanken AB Lietuvos filialas		Gynėjų g. 16	01109	Vilnius	Credit Institution	SE	Svenska Handelsbanken AB	SE11123	Yes	No
LTV0047		LT	Taupkasė, kredito unija	0	A. Merkio g. 1	44249	Lapių mstl., Kauno r. sav.	Credit Institution				Yes	No
LTV0003		LT	Tauragės kredito unija		S. Dariaus ir S. Girėno g. 28	72250	Tauragė	Credit Institution				Yes	No
LTV0028		LT	Trakų kredito unija		Vytauto g. 2	10105	Trakai	Credit Institution				Yes	No
LTV0009		LT	Ukmergės ūkininkų kredito unija		Kauno g. 16A	20114	Ukmergė	Credit Institution				Yes	No
LTV0022		LT	Utenos kredito unija		Aušros g. 34-3	28146	Utena	Credit Institution				Yes	No
LT72300	MDBALT22XXX	LT	Uždaroji akcinė bendrovė Medicinos bankas		Pamėnkalnio g. 40	01114	Vilnius	Credit Institution				Yes	No
LTU9801		LT	VILNIAUS KREDITO UNIJA		Ulonų g. 5	08240	Vilnius	Credit Institution				Yes	No
LTV0034		LT	Varėnos kredito unija		J. Basanavičiaus g. 40	65210	Varėna	Credit Institution				Yes	No
LTU9605		LT	Vilkaviškio kredito unija		Statybininkų g. 9	70187	Vilkaviškis	Credit Institution				Yes	No
LTU9610		LT	Vilniaus regiono kredito unija	0	Molėtų g. 13, Didžiosios Riešės k.	14262	Vilniaus r.	Credit Institution				Yes	No
LTV0049		LT	Šeimos kredito unija	0	Konstitucijos pr. 12	09308	Vilnius	Credit Institution				Yes	No
LTV0027		LT	Šiaulių kredito unija		Aušros al. 66A	76233	Šiauliai	Credit Institution				Yes	No
LTV0004		LT	Šilalės kredito unija		Maironio g. 19-21	75137	Šilalė	Credit Institution				Yes	No
LTU9606		LT	Šilutės kredito unija		Lietuvininkų g. 32/Kęstučio g. 1	99179	Šilutė	Credit Institution				Yes	No
LTU9804		LT	Širvintų kredito unija		Vilniaus g. 50	19118	Širvintos	Credit Institution				Yes	No
LTV0006		LT	„Achemos” kredito unija		Jonalaukio k.	55296	Jonavos r. sav.	Credit Institution				Yes	No
LT73000	HABALT22XXX	LT	„Swedbank”, AB		Konstitucijos pr. 20A	03502	Vilnius	Credit Institution				Yes	No
LUB00000		LU	Banque centrale du Luxembourg		2, boulevard Royal	2983	Luxembourg	Central Bank				No	No
LUB00369	ABLVLULL	LU	ABLV Bank Luxembourg S.A.		26a, Boulevard Royal	L-2449	Luxembourg	Credit Institution				Yes	No
